Source value,VIAF URI,VIAF Label
"Saccardy, Vincent, 1691.",https://viaf.org/viaf/19470289,"Saccardy, Vincent, m. 1691"
"Sá da Bandeira, Bernardo de Sá Nogueira de Figueiredo, marquês de, 1795-1876.",https://viaf.org/viaf/304918706,"Sá da Bandeira, Bernardo de Sá Nogueira de Figueiredo, marques de, 1795-1876"
"Salmon, Thomas, 1679-1767.",https://viaf.org/viaf/64251536,"Salmon, Thomas, 1679-1767."
"Sampson, Davenport & Co.",https://viaf.org/viaf/137670876,"Sampson, Davenport & Co."
Sanborn Map Company,https://viaf.org/viaf/140642707,Sanborn Map Company
"Sanson, Nicolas, 1600-1667.",https://viaf.org/viaf/66550637,"Sanson, Nicolas, 1600-1667"
"Santini, Paolo, ca. 1729-1793.",https://viaf.org/viaf/34757827,"Santini, Paolo, 1729?-1793"
"Sanuto, Livio, 1520-1576.",https://viaf.org/viaf/76619509,"Sanuto, Livio, 1520-1576"
Sarony & Co.,https://viaf.org/viaf/149360141,Sarony & Co.
Sarony & Major.,https://viaf.org/viaf/157543394,Sarony & Major
"Sartine, Antoine de, comte d'Alby, 1729-1801.",https://viaf.org/viaf/19811956,"Sartine, Antoine de, comte d'Alby, 1729-1801"
"Saulcy, Louis Felicien Joseph Caignart de, 1807-1880.",https://viaf.org/viaf/195673808,"Saulcy, Félicien de, 1807-1880"
"Savary, M. (Claude Etienne), 1750-1788.",https://viaf.org/viaf/64023851,"Savary, Claude, 1750-1788"
"Savary des Brûlons, Jacques, 1657-1716.",https://viaf.org/viaf/46751800,"Savary des Brûlons, Jacques, 1657-1716."
"Sawyer, G. B.",https://viaf.org/viaf/51493853,"Sawyer, G. B."
"Sawyer, G. E.",https://viaf.org/viaf/78582838,"Sawyer, G. E."
"Say, Edward, d. 1769.",https://viaf.org/viaf/24497251,"Say, Edward, -1769"
"Sayer, Robert, 1725-1794.",https://viaf.org/viaf/100956026,"Sayer, Robert, 1725-1794"
"Scharf, J. Thomas (John Thomas), 1843-1898.",https://viaf.org/viaf/47141054,"Scharf, J. Thomas (John Thomas), 1843-1898"
"Schenk, Peter, 1660-1718 or 9.",https://viaf.org/viaf/14895399,"Schenk, Peter, 1660-1718 or 1719"
"Schenk, Pieter, ca. 1698-1775.",https://viaf.org/viaf/100331278,"Schenk, Pieter, 1698-1775"
"Scheuchzer, Johann Jakob, 1672-1733.",https://viaf.org/viaf/49308476,"Scheuchzer, Johann Jacob, 1672-1733"
"Scheuchzer, John Gaspar, 1702-1729.",https://viaf.org/viaf/22237799,"Scheuchzer, John Gaspar, 1702-1729"
"Schley, Jacobus van der, 1715-1779.",https://viaf.org/viaf/33346756,"Schley, Jacobus van der, 1715-1779"
"Schmettau, Samuel von, 1684-1751.",https://viaf.org/viaf/122375206,"Schmettau, Samuel von 1684-1751"
"Schmid, Franz, 1796-1851.",https://viaf.org/viaf/67517219,"Schmid, Franz, 1796-1851"
"Schmidt, G. F. (Georg Friedrich), 1712-1775.",https://viaf.org/viaf/19946384,"Schmidt, Georg Friedrich, 1712-1775"
Schneider und Weigel.,https://viaf.org/viaf/155150882,Schneider und Weigel.
"Schomburgk, Richard, 1811-1891.",https://viaf.org/viaf/30332468,"Schomburgk, Richard, 1811-1891"
"Schruben, Paul G.",https://viaf.org/viaf/8668128,"Schruben, Paul G."
"Schwaerzlé, J.",https://viaf.org/viaf/293517519,"Schwaerzlé, J."
"Scot, Robert, 1744?-1823.",https://viaf.org/viaf/1252665,"Scot, Robert, 1744?-1823"
"Scott, Robert, 1777-1841.",https://viaf.org/viaf/32297973,"Scott, Robert, 1777-1841"
"Scull, Nicholas, 1686?-1761?",https://viaf.org/viaf/446042,"Scull, Nicholas, 1686?-1761?"
Seattle Chamber of Commerce.,https://viaf.org/viaf/136631807,Seattle Chamber of Commerce
Seattle-King County Dept. of Public Health,https://viaf.org/viaf/157442295,Seattle and King County Department of Public Health
Seattle Pioneer Pocket Guide.,https://viaf.org/viaf/143456506,Seattle Pioneer Pocket Guide
"Seitz, Johann Baptist, 1786-1850.",https://viaf.org/viaf/42616052,"Seitz, Johann Baptist, 1786-1850."
"Senefelder, Clem.",https://viaf.org/viaf/79192419,"Senefelder, Clem."
"Seutter, Matthaeus, 1678-1756.",https://viaf.org/viaf/19982225,"Seutter, Matthaeus, 1678-1756."
Seyffardt's Boekhandel.,https://viaf.org/viaf/141106253,Seyffardt's Boekhandel
"Sharp, William Comely, 1822-1897.",https://viaf.org/viaf/51560498,"Sharp, William Comely, 1822-1897"
Sherman & Smith.,https://viaf.org/viaf/154579215,Sherman & Smith.
"Shoemaker, J. G.",https://viaf.org/viaf/316552607,"Shoemaker, J. G."
Shuttle Radar Topography Mission,https://viaf.org/viaf/150303214,Shuttle Radar Topography Mission
"Sidney, J. C. (James C.)",https://viaf.org/viaf/21999524,"Sidney, J. C. (James C.)"
"Sistemas de Informacion Geografica, S.A.",https://viaf.org/viaf/125591900,"Sistemas de Información Geográfica, S.A"
"Skinner, G. William (George William), 1925-",https://viaf.org/viaf/69027852,"Skinner, G. William (George William), 1925-"
"Smith, George Otis, 1871-1944.",https://viaf.org/viaf/10149462,"Smith, George Otis, 1871-1944"
"Smith, John L., b. 1846.",https://viaf.org/viaf/23724894,"Smith, John L., 1846-1921"
"Smith, Mason & Co.",https://viaf.org/viaf/151496374,"Smith, Mason & Co."
"Smith, S. Percy (Stephenson Percy), 1840-1922.",https://viaf.org/viaf/7484889,"Smith, Stephenson Percy, 1840-1922"
Smith & Coffin.,https://viaf.org/viaf/132912941,Smith & Coffin
Smith & Ingraham.,https://viaf.org/viaf/144627467,Smith & Ingraham
Smith & Morley.,https://viaf.org/viaf/157492345,Smith & Morley
Smithsonian Institution. Global Volcanism Program,https://viaf.org/viaf/265503618,Smithsonian Institution. Global Volcanism Program
"Smyth, R. Brough (Robert Brough), 1830-1889.",https://viaf.org/viaf/37018234,"Smyth, Robert Brough, 1830-1889"
"Snow, George K., 1826 or 7-1885.",https://viaf.org/viaf/66335580,"Snow, George K., 1826 or 1827-1885"
Societa geografica italiana.,https://viaf.org/viaf/137136491,Società geografica italiana
Società geografica italiana.,https://viaf.org/viaf/137136491,Società geografica italiana
Societe anonyme ottomane d'etudes et d'entreprises urbaines,https://viaf.org/viaf/127682913,Société anonyme ottomane d'études et d'entreprises urbaines
Societe de geographie (France),https://viaf.org/viaf/149685501,Société de géographie (France)
Société de géographie (France),https://viaf.org/viaf/149685501,Société de géographie (France)
Société St. Augustin.,https://viaf.org/viaf/167762756,Société Saint-Augustin
Society for the Diffusion of Useful Knowledge (Great Britain),https://viaf.org/viaf/259009527,Society for the Diffusion of Useful Knowledge (Great Britain)
Society for the Diffusion of Useful Knowledge (Great Britain).,https://viaf.org/viaf/259009527,Society for the Diffusion of Useful Knowledge (Great Britain)
"Sotzmann, D. F.",https://viaf.org/viaf/15072635,"Sotzmann, D. F."
South Australia. Office of the Surveyor General.,https://viaf.org/viaf/148894832,South Australia. Office of the Surveyor General
Southern Pacific Company.,https://viaf.org/viaf/139543008,Southern Pacific Company
"Speed, John, 1552?-1629.",https://viaf.org/viaf/100216764,"Speed, John, 1552?-1629"
"Spix, Johann Baptist von, 1781-1826.",https://viaf.org/viaf/27210696,"Spix, Johann Baptist von 1781-1826"
SPOT Image Corporation,https://viaf.org/viaf/126090887,SPOT Image Corporation
"Sproule, Geo. F. (George F.), 1741-1817.",https://viaf.org/viaf/9647760,"Sproule, George, 1743-1817"
"Stalpaert, Daniel, 1615-1676.",https://viaf.org/viaf/17031705,"Stalpaert, Daniel, 1615-1676"
"Standford, Edward, 1827-1904.",https://viaf.org/viaf/78177900,"Standford, Edward, 1827-1904"
"Stanford, Edward, 1827-1904.",https://viaf.org/viaf/64789974,"Stanford, Edward, 1827-1904"
"Stanley, Henry M. (Henry Morton), 1841-1904.",https://viaf.org/viaf/27071894,"Stanley, Henry M. (Henry Morton), 1841-1904."
"Starling, Thomas.",https://viaf.org/viaf/49157425,"Starling, Thomas."
"Stebbins, Heman, 1791-1838.",https://viaf.org/viaf/56542893,"Stebbins, Heman, 1791-1838"
"Stedman, C. (Charles), 1753-1812.",https://viaf.org/viaf/10787592,"Stedman, Charles, 1753-1812"
"Stevens, James, civil engineer.",https://viaf.org/viaf/29401292,"Stevens, James (Civil engineer)"
"Stiles, Sherman & Smith.",https://viaf.org/viaf/267079680,"Stiles, Sherman & Smith"
"Stoddard, Seneca Ray, 1844-1917.",https://viaf.org/viaf/95860494,"Stoddard, Seneca Ray, 1844-1917"
"Stone, W. I., Mrs.",https://viaf.org/viaf/75399841,"Stone, W. I., Mrs."
"Stone, William James, 1798-1865.",https://viaf.org/viaf/34756368,"Stone, William James, 1798-1865"
Story & Atwood.,https://viaf.org/viaf/143429051,Story & Atwood (Firme)
Strumper & Co.,https://viaf.org/viaf/129355218,Strumper & Co.
Studio Giarrè.,https://viaf.org/viaf/137588248,Studio Giarrè
"Sullivan, James, 1744-1808.",https://viaf.org/viaf/72739119,"Sullivan, James, 1744-1808"
"Supan, Alexander, 1847-1920.",https://viaf.org/viaf/54448046,"Supan, Alexander, 1847-1920"
Swasey & Rowell.,https://viaf.org/viaf/137597778,Swasey & Rowell
"Symonds, A. R. (Alfred Radford), 1815-1883.",https://viaf.org/viaf/18047298,"Symonds, Alfred Radford 1815-1883"
T. & J. Swords (Firm),https://viaf.org/viaf/123267116,T. & J. Swords (Firm)
T. Fitzwilliams and Co.,https://viaf.org/viaf/136481016,T. Fitzwilliams and Co.
T. Moore's Lithography.,https://viaf.org/viaf/150165192,T. Moore's Lithography
"Tachard, Guy, 1651-1712.",https://viaf.org/viaf/79209825,"Tachard, Guy, 1651?-1712"
"Takai, Ranzan, 1762-1838.",https://viaf.org/viaf/20926572,"高井, 蘭山, 1762-1838"
"Tanner, Benjamin, 1775-1848.",https://viaf.org/viaf/67628556,"Tanner, Benjamin, 1775-1848"
"Tanner, Z. L. (Zera Luther), 1835-1906.",https://viaf.org/viaf/121270760,"Tanner, Z. L. (Zera Luther), 1835-1906"
"Tardieu, P. F. (Pierre Francois), 1757-1822.",https://viaf.org/viaf/39764177,"Tardieu, Antoine-François, 1757-1822"
"Tardieu, P. F. (Pierre François), 1757-1822.",https://viaf.org/viaf/39764177,"Tardieu, P. F. (Pierre François), 1757-1822."
"Tardieu, Pierre Francois, 1711-1771.",https://viaf.org/viaf/9922925,"Tardieu, Pierre-François, 1711-1771"
"Tassin, Jean-Baptiste Athanase, 1800-1868.",https://viaf.org/viaf/14830358,"Tassin, Jean-Baptiste, 1800-1868"
"Taylor, Garnett, Evans & Co.",https://viaf.org/viaf/133744124,"Taylor, Garnett, Evans & Co."
"Technical Advisory Corporation (New York, N.Y.)",https://viaf.org/viaf/123245690,"Technical Advisory Corporation (New York, N.Y.)"
"Teixeira, Luís, 16th cent.",https://viaf.org/viaf/78776291,"Teixeira, Luís, 16th cent."
"Tempel, Ernst Wilhelm Leberecht, 1821-1889.",https://viaf.org/viaf/45102696,"Tempel, Ernst Wilhelm Leberecht, 1821-1889"
Thackara & Vallance.,https://viaf.org/viaf/131253595,Thackara & Vallance
Theo. Leonhardt & Son.,https://viaf.org/viaf/125531864,Theo. Leonhardt & Son
"Thomas, Cowperthwait & Co.",https://viaf.org/viaf/135963016,"Thomas, Cowperthwait & Co."
"Thomas, Isaiah, 1749-1831.",https://viaf.org/viaf/120737243,"Thomas, Isaiah, 1749-1831"
Thomas & Andrews.,https://viaf.org/viaf/157179793,Thomas & Andrews
"Thomson, Charles, engraver.",https://viaf.org/viaf/46630247,"Thomson, Charles, engraver"
"Throop, John Peter Van Ness, 1794-ca. 1861.",https://viaf.org/viaf/23622636,"Throop, John Peter Van Ness, 1794-approximately 1861"
"Tiebout, Cornelius, 1777-1832.",https://viaf.org/viaf/95842223,"Tiebout, Cornelius, 1777-1832"
"Tiedemann, J. G. (Johann Gottfried), 1803-1850.",https://viaf.org/viaf/33053154,"Tiedemann, Johann Gottfried 1803-1850"
"Tielkemeijer, G. W.",https://viaf.org/viaf/19464474,"Tielkemeijer, G. W."
Tipografiia A.S. Suvorina.,https://viaf.org/viaf/132818941,Tipografīi︠a︡ A.S. Suvorina
"Tirion, Isaak.",https://viaf.org/viaf/224266330,"Tirion, Isaak."
"Toms, W. H. (William Henry), ca. 1700-ca. 1750.",https://viaf.org/viaf/98146998373918940153,"Toms, W. H. (William Henry), fl.1723-1758"
"Torre, Jose Maria de la, 1815?-1873.",https://viaf.org/viaf/39129582,"Torre, José María de la, 1815-1873"
"Tracy, Gibbs & Co.",https://viaf.org/viaf/310730240,"Tracy, Gibbs & Co."
"Trattner, Jos. Ant. Edlen von, (Joseph Antoine).",https://viaf.org/viaf/24402884,"Trattner, Jos. Ant. Edlen von (Joseph Antoine Edlen)"
"Traubel, M. H. (Morris H.), 1820-1897.",https://viaf.org/viaf/54019651,"Traubel, M. H. (Morris H.), 1820-1897"
"Treuttel, Jean-Georges, 1744-1826.",https://viaf.org/viaf/41907355,"Treuttel, Jean-Georges, 1744-1826"
Troy and Greenfield Railroad Company,https://viaf.org/viaf/125955434,Troy and Greenfield Railroad Company
Trübner & Co.,https://viaf.org/viaf/141909012,Trübner & Co.
"Turnbull, Wm. (William), 1800-1857.",https://viaf.org/viaf/49574916,"Turnbull, Wm. (William), 1800-1857"
"Tuttle & Pike (Kansas City, Mo.)",https://viaf.org/viaf/148224028,"Tuttle & Pike (Kansas City, Mo.)"
"Tuyn, P. N. (Petrus Nicolai), 1812-1867.",https://viaf.org/viaf/34246439,"Tuyn, Petrus Nicolai, 1812-1867"
"Tyler, Henry Dunreath.",https://viaf.org/viaf/128254907,"Tyler, Henry Dunreath"
U.S. Census Bureau,https://viaf.org/viaf/165439621,U.S. Census Bureau
U.S. Census Bureau.,https://viaf.org/viaf/165439621,U.S. Census Bureau
U.S. Census Bureau. Geography Division,https://viaf.org/viaf/151614914,U.S. Census Bureau. Geography Division
U.S. Coast and Geodetic Survey.,https://viaf.org/viaf/149549513,U.S. Coast and Geodetic Survey.
"U.S. Department of Commerce, Bureau of the Census",https://viaf.org/viaf/146131899,United States. Bureau of the Census.
U.S. Fish and Wildlife Service.,https://viaf.org/viaf/133611990,U.S. Fish and Wildlife Service
U.S. Forest Service,https://viaf.org/viaf/155555932,United States. Forest Service
U.S. Geological Survey,https://viaf.org/viaf/127757303,U.S. Geological Survey
Uganda. Dept. of Surveys and Mapping,https://viaf.org/viaf/125658651,Uganda. Department of Surveys and Mapping
"Union News Company (Boston, Mass.)",https://viaf.org/viaf/143076149,"Union News Company (Boston, Mass.)"
United States. Agency for International Development,https://viaf.org/viaf/125410167,United States. Agency for International Development
United States. Army. Corps of Engineers.,https://viaf.org/viaf/157704448,United States. Army. Corps of Engineers
United States. Army. Corps of Topographical Engineers.,https://viaf.org/viaf/148354727,United States. Army. Corps of Topographical Engineers
United States. Army of the Potomac.,https://viaf.org/viaf/158306413,United States. Army of the Potomac
United States. Board of Navy Commissioners.,https://viaf.org/viaf/128280733,United States. Board of Navy Commissioners
United States. Bureau of the Census,https://viaf.org/viaf/146131899,United States. Bureau of the Census.
United States. Bureau of the Census.,https://viaf.org/viaf/146131899,United States. Bureau of the Census.
United States. Bureau of Transportation Statistics,https://viaf.org/viaf/141009022,United States. Bureau of Transportation Statistics
United States. Defense Mapping Agency.,https://viaf.org/viaf/132109478,United States. Defense Mapping Agency
United States. Defense Mapping Agency. Hydrographic/Topographic Center,https://viaf.org/viaf/131363589,United States. Defense Mapping Agency. Hydrographic/Topographic Center
United States. Environmental Protection Agency,https://viaf.org/viaf/140707837,United States. Environmental Protection Agency.
United States. Federal Emergency Management Agency,https://viaf.org/viaf/149544852,United States. Federal Emergency Management Agency
United States. Federal Railroad Administration,https://viaf.org/viaf/138970766,United States. Federal Railroad Administration
United States. Hydrographic Office.,https://viaf.org/viaf/150611767,United States. Hydrographic Office
United States. Mississippi River Commission.,https://viaf.org/viaf/137177041,United States. Mississippi River Commission
United States. National Aeronautics and Space Administration.,https://viaf.org/viaf/146202023,United States. National Aeronautics and Space Administration.
United States. National Geospatial-Intelligence Agency,https://viaf.org/viaf/235711089,United States. National Geospatial-Intelligence Agency
United States. National Imagery and Mapping Agency,https://viaf.org/viaf/153911349,United States. National Imagery and Mapping Agency
United States. National Imagery and Mapping Agency.,https://viaf.org/viaf/153911349,United States. National Imagery and Mapping Agency
United States. National Oceanic and Atmospheric Administration,https://viaf.org/viaf/138297002,United States. National Oceanic and Atmospheric Administration
United States. Natural Resources Conservation Service,https://viaf.org/viaf/151620490,United States. Natural Resources Conservation Service
United States. Office of Strategic Services. Geography Division.,https://viaf.org/viaf/126943613,United States. Office of Strategic Services. Geography Division
United States. Office of Strategic Services. Reproduction Branch.,https://viaf.org/viaf/135204564,United States. Office of Strategic Services. Reproduction Branch
United States. Office of Strategic Services. Research and Analysis Branch.,https://viaf.org/viaf/153150090,United States. Office of Strategic Services. Research and Analysis Branch
United States. Post Office Dept.,https://viaf.org/viaf/155868670,United States. Post Office Dept.
United States Exploring Expedition (1838-1842),https://viaf.org/viaf/130827470,United States exploring expedition 1838 / 1842)
United States Fish Commission.,https://viaf.org/viaf/133008683,United States Fish Commission
United States Geological Survey,https://viaf.org/viaf/127757303,Geological Survey (U.S.)
University of Massachusetts at Amherst,https://viaf.org/viaf/146867358,University of Massachusetts at Amherst.
University of Massachusetts at Amherst.,https://viaf.org/viaf/146867358,University of Massachusetts at Amherst.
University of Michigan. China Data Center,https://viaf.org/viaf/131716438,University of Michigan. China Data Center
University of Minnesota. Minnesota Population Center,https://viaf.org/viaf/152780792,University of Minnesota. Minnesota Population Center
US Census Bureau,https://viaf.org/viaf/165439621,U.S. Census Bureau
"Uytwerf, Meindert, 1658-1708.",https://viaf.org/viaf/54199991,"Uytwerf, Meyndert, 1658-1708"
V. Neubert a Synove.,https://viaf.org/viaf/155257273,V. Neubert a synové (firma)
"Valck, G. (Gerard), 1651 or 2-1726.",https://viaf.org/viaf/49526698,"Valck, Gerard, 1651-1726"
"Valentine, D. T. (David Thomas), 1801-1869.",https://viaf.org/viaf/7766394,"Valentine, D. T. (David Thomas), 1801-1869"
"Vallardi, Antonio.",https://viaf.org/viaf/89517935,"Vallardi, Antonio."
"Van Benthuysen, C. (Charles), 1817-1881.",https://viaf.org/viaf/29153257,"Van Benthuysen, C. (Charles), 1817-1881"
"Vance, D. H. (David H.)",https://viaf.org/viaf/58822331,"Vance, D. H. (David H.)"
"Vaughan, David, fl. 1849-1864.",https://viaf.org/viaf/31127422,"Vaughan, David, active 1849-1864"
"Vega, Garcilaso de la, 1503-1536.",https://viaf.org/viaf/100186624,"Vega, Garcilaso de la 1503-1536"
"Verico, Ant. (Antonio), b. 1775.",https://viaf.org/viaf/228080651,"Verico, Antonio, 1775?-18.."
"Verniquet, Edme, 1727-1804.",https://viaf.org/viaf/22241880,"Verniquet, Edme, 1727-1804"
"Vertot, abbé de, 1655-1735.",https://viaf.org/viaf/59113668,"Vertot, abbé de, 1655-1735."
"Viana, Francisco Leandro de, 1730-1804.",https://viaf.org/viaf/162791027,"Viana, Francisco Leandro de, 1730-1804"
"Vidal, A. T. E. (Alexander Thomas Emeric), 1792-1863.",https://viaf.org/viaf/14543712,"Vidal, Alexander Thomas Emeric, 1792-1863"
Vienna (Austria). Gemeinderat.,https://viaf.org/viaf/123167612,Vienna (Austria). Gemeinderat
"Visscher, Claes Jansz., 1586 or 1587-1652.",https://viaf.org/viaf/19860086,"Visscher, Claes Jansz., 1587-1652"
"Visscher, Claes Jansz., 1586 or 7-1652.",https://viaf.org/viaf/19860086,"Visscher, Claes Jansz., 1587-1652"
"Visscher, Elizabeth, fl. 1702-1726.",https://viaf.org/viaf/99126976,"Visscher, Elizabeth,  fl. 1702-1726"
"Visscher, Nicolaes, 1649-1702.",https://viaf.org/viaf/54451455,"Visscher, Nicolaes, 1649-1702"
"Vogel, C. (Carl), 1828-1897.",https://viaf.org/viaf/37217191,"Vogel, Carl, 1828-1897"
"Voisin, M. (François-Philippe), 1821-1918.",https://viaf.org/viaf/32131627,"Voisin, François-Philippe, 1821-1918"
"Von Babo, Arthur",https://viaf.org/viaf/36734797,"Von Babo, Arthur"
"Vuillemin, A. (Alexandre), b. 1812.",https://viaf.org/viaf/88090264,"Vuillemin, A. (Alexandre), 1812-"
"Vuillemin, A. A. (Alexandre A.), b. 1812.",https://viaf.org/viaf/88090264,"Vuillemin, A. (Alexandre), 1812-"
W. & A.K. Johnston Limited.,https://viaf.org/viaf/137734650,W. & A.K. Johnston
W. Allen (Firm),https://viaf.org/viaf/137411747,W. Allen (Firm)
W. B. Cooke & Co.,https://viaf.org/viaf/152818906,W.B. Cooke & Co.
W.H. Smith & Son.,https://viaf.org/viaf/140622569,W.H. Smith & Son
W. J. Morgan & Co.,https://viaf.org/viaf/173141441,W.J. Morgan & Co.
W. Saunders & Son.,https://viaf.org/viaf/148833095,W. H. Saunders & Son
W. Strahan and T. Cadell (Firm),https://viaf.org/viaf/130635811,W. Strahan and T. Cadell (Firm)
"Wadsworth, Alexander, 1806-1898.",https://viaf.org/viaf/36812081,"Wadsworth, Alexander, 1806-1898"
Wagner & Debes.,https://viaf.org/viaf/126589509,Wagner & Debes
Wagner & M'Guigan.,https://viaf.org/viaf/134138676,Wagner & M'Guigan
"Walcott, Charles D. (Charles Doolittle), 1850-1927.",https://viaf.org/viaf/69044732,"Walcott, Charles D. (Charles Doolittle), 1850-1927"
"Walker, J., sculpt.",https://viaf.org/viaf/315689659,"Walker, J., sculpt."
Walker Lith. & Pub. Co.,https://viaf.org/viaf/152510019,Walker Lith. &Pub. Co.
"Wallace, E. R. (Edwin R.).",https://viaf.org/viaf/40754598,"Wallace, E. R. (Edwin R.)"
"Walling, Henry Francis, 1825-1888.",https://viaf.org/viaf/16013916,"Walling, Henry Francis, 1825-1888"
"Walton, Robert, 1618-1688.",https://viaf.org/viaf/32296664,"Walton, Robert, 1618-1688"
"Wandelaar, Jan, 1690-1759.",https://viaf.org/viaf/52950499,"Wandelaar, Jan, 1690-1759."
"Warnicke, John G., d. 1818.",https://viaf.org/viaf/228080679,"Warnicke, John G., -1818"
"Warnier, A. (Auguste), b. 1810.",https://viaf.org/viaf/69064006,"Warnier, Auguste, 1810-1875"
Washington (State). Dept. of Ecology.,https://viaf.org/viaf/144234457,Washington (State). Department of Ecology
Washington (State). Dept. of Health,https://viaf.org/viaf/152415108,Washington State Department of Health
Washington (State). Dept. of Natural Resources,https://viaf.org/viaf/124255891,Washington (State). Dept. of Natural Resources
"Watson, Walter, civil engineer.",https://viaf.org/viaf/19618320,"Watson, Walter (Civil engineer)"
"Weed, Parsons & Co.",https://viaf.org/viaf/148903491,"Weed, Parsons & Co."
"Whipple, Henry, 1789-1869.",https://viaf.org/viaf/33264040,"Whipple, Henry, 1789-1869"
"Whitelaw, James, 1748-1829.",https://viaf.org/viaf/36765532,"Whitelaw, James, 1748-1829"
"Whiting, William Henry Chase, 1824-1865.",https://viaf.org/viaf/46093397,"Whiting, William Henry Chase, 1824-1865"
"Wightman, H. M.",https://viaf.org/viaf/7133283,"Wightman, H. M."
"Wilkes, Charles, 1798-1877.",https://viaf.org/viaf/2573964,"Wilkes, Charles, 1798-1877."
"Willcox, William H.",https://viaf.org/viaf/51594290,"Willcox, William H."
William Blackwood and Sons.,https://viaf.org/viaf/148038877,William Blackwood and Sons
"Williams, W. (Wellington)",https://viaf.org/viaf/42206919,"Williams, W. (Wellington)"
Williams Directory Company.,https://viaf.org/viaf/140799060,Williams Directory Company
"Williamson, Charles, 1757-1808.",https://viaf.org/viaf/35901334,"Williamson, Charles, 1757-1808"
"Williamson, Robert, d. 1777.",https://viaf.org/viaf/19583371,"Williamson, Robert, -1777"
"Wilson, Charles William, Sir, 1836-1905.",https://viaf.org/viaf/64308880,"Wilson, Charles William, Sir, 1836-1905"
"Wilson, James, 1763-1855.",https://viaf.org/viaf/38565528,"Wilson, James, 1763-1855"
"Witsen, Nicolaas, 1641-1717.",https://viaf.org/viaf/106969992,"Witsen, Nicolaas, 1641-1717."
Wm. M. Bradley & Bros.,https://viaf.org/viaf/124256109,Wm. M. Bradley & Bros.
"Wolf, Aaron T.",https://viaf.org/viaf/29673980,"Wolf, Aaron T."
World Bank,https://viaf.org/viaf/271359876,World Bank.
World Wildlife Fund,https://viaf.org/viaf/135632142,World wildlife fund
Worley & Bracher.,https://viaf.org/viaf/159368912,Worley & Bracher (Firm)
"Wurster, Randegger & Cie.",https://viaf.org/viaf/313543985,"Wurster, Randegger & Cie."
"Wyld, James, 1790-1836.",https://viaf.org/viaf/23243387,"Wyld, James, 1790-1836"
"Wyld, James, 1812-1887.",https://viaf.org/viaf/27366005,"Wyld, James, 1812-1887."
"Wyman, R. H. (Robert Harris), 1822-1882.",https://viaf.org/viaf/7137403,"Wyman, Robert Harris, 1822-1882"
"Yobwa, Joseph Ipalaka",https://viaf.org/viaf/76026047,"Yobwa, Joseph Ipalaka"
"Young, J. H. (James Hamilton)",https://viaf.org/viaf/13697128,"Young, J.H. (James Hamilton)"
"Zambeccari, Francesco, 1752-1812.",https://viaf.org/viaf/67967622,"Zambeccari, Francesco, 1752-1812"
"Ziblatt, Daniel, 1972-",https://viaf.org/viaf/264233798,"Ziblatt, Daniel, 1972-...."
"Zuerner, Adam Friedrich, 1680-1742.",https://viaf.org/viaf/314252,"Zürner, Adam Friedrich, 1679-1742"
Zurich (Switzerland). Vermessungsamt.,https://viaf.org/viaf/145385686,Zurich (Switzerland). Vermessungsamt
